CNTYVTD,VTDKEY,CruzR_18G_U.S. Sen,O'RourkeD_18G_U.S. Sen,DikemanL_18G_U.S. Sen
1270002,3198,175,473,1
1270003,3199,59,139,0
1270004,3200,27,33,0
1270005,3201,86,402,1
1270006,3202,149,342,3
1270007,3203,89,208,1
1290101,3204,294,35,2
1290201,3205,311,62,2
1290301,3206,140,6,1
1290303,3207,144,22,0
1290401,3208,221,36,3
1310001,3209,228,703,3
1310002,3210,169,581,3
1310003,3211,69,210,0
1310004,3212,47,50,0
1310005,3213,63,136,2
1310006,3214,16,74,0
1310007,3215,51,22,1
1310008,3216,541,555,7
1310009,3217,144,434,2
1330001,3218,1256,181,6
1330002,3219,168,24,1
1330003,3220,614,136,5
1330004,3221,181,17,0
1330005,3222,292,46,1
1330006,3223,181,25,0
1330007,3224,1060,116,3
1330008,3225,1299,221,11
1330009,3226,326,34,1
1350101,3227,693,274,8
1350102,3228,436,251,5
1350103,3229,417,176,1
1350104,3230,578,223,5
1350108,3231,756,175,5
1350109,3232,101,14,1
1350110,3233,741,271,8
1350111,3234,554,209,12
1350201,3235,1243,306,13
1350202,3236,1236,313,7
1350203,3237,1798,462,18
1350204,3238,1240,369,7
1350205,3239,786,242,9
1350206,3240,636,154,4
1350207,3241,926,78,2
1350208,3242,1182,368,13
1350209,3243,602,207,6
1350301,3244,621,416,9
1350302,3245,289,166,5
1350303,3246,417,262,11
1350304,3247,100,84,1
1350305,3248,78,99,2
1350306,3249,195,171,4
1350307,3250,435,306,4
1350308,3251,317,129,5
1350309,3252,408,192,6
1350310,3253,396,158,4
1350311,3254,287,162,6
1350312,3255,492,187,1
1350313,3256,327,66,7
1350314,3257,492,151,3
1350401,3258,210,106,4
1350402,3259,179,387,4
1350403,3260,188,581,7
1350404,3261,297,213,6
1350405,3262,72,206,5
1350406,3263,372,441,7
1350407,3264,501,234,5
1350408,3265,81,122,3
1350409,3266,214,184,9
1350412,3267,103,115,6
1370001,3268,71,31,1
1370002,3269,223,28,3
1370003,3270,172,32,3
1370004,3271,138,54,1
1391001,3272,146,611,2
1391002,3273,45,13,0
1391003,3274,583,333,19
1391004,3275,0,0,0
1391005,3276,961,474,8
1391006,3277,843,414,9
1391007,3278,885,303,5
1391008,3279,59,19,1
1391009,3280,1124,394,14
1391010,3281,716,410,11
1391011,3282,970,522,14
1391012,3283,848,674,12
1391013,3284,533,280,8
1391014,3285,905,216,6
1391015,3286,952,349,13
1391016,3287,326,391,7
1391017,3288,929,478,13
1391018,3289,490,505,9
1391019,3290,795,304,13
1391020,3291,582,220,5
1391021,3292,578,165,5
1391022,3293,1057,415,7
1391023,3294,0,0,0
1391024,3295,772,353,11
1391025,3296,1041,489,11
1391026,3297,879,428,9
1391027,3298,946,327,11
1391028,3299,1032,267,8
1391029,3300,210,83,1
1391030,3301,686,282,9
1391031,3302,224,99,5
1391032,3303,1431,300,14
1391033,3304,667,205,8
1391034,3305,1611,524,20
1391035,3306,722,252,9
1391036,3307,1281,487,14
1391037,3308,554,210,4
1391038,3309,1432,467,18
1391039,3310,1279,431,13
1391040,3311,162,41,2
1391041,3312,1294,336,12
1391042,3313,154,50,1
1391043,3314,1416,543,8
1391044,3315,299,94,4
1391045,3316,76,23,0
1391046,3317,149,47,2
1391047,3318,155,61,1
1391048,3319,823,332,9
1391049,3320,270,105,2
1391050,3321,644,791,9
1391051,3322,843,653,12
1391052,3323,496,783,7
1391053,3324,571,432,8
1391054,3325,671,559,8
1391055,3326,1337,531,8
1391056,3327,1153,437,7
1391057,3328,733,327,9
1391058,3329,399,178,5
1391059,3330,283,89,1
1410001,3331,223,656,5
1410002,3332,267,789,11
1410003,3333,355,806,6
1410004,3334,240,523,7
1410005,3335,442,935,13
1410006,3336,669,663,3
1410007,3337,560,991,9
1410008,3338,891,826,10
1410009,3339,682,1164,13
1410010,3340,395,1418,9
1410011,3341,710,1710,12
1410012,3342,335,761,6
1410013,3343,478,1255,10
1410014,3344,859,1303,6
1410015,3345,649,963,10
1410016,3346,413,1431,14
1410017,3347,361,613,6
1410018,3348,788,1127,6
1410019,3349,513,1277,9
1410020,3350,225,493,5
1410021,3351,588,791,4
1410022,3352,441,938,5
1410023,3353,358,523,6
1410024,3354,739,1223,11
1410025,3355,438,1007,8
1410026,3356,307,695,4
1410027,3357,237,774,5
1410028,3358,36,142,1
1410029,3359,287,988,9
1410030,3360,10,70,0
1410031,3361,104,562,5
1410032,3362,233,745,6
1410033,3363,318,964,4
1410034,3364,34,271,2
1410035,3365,307,937,13
1410036,3366,121,929,9
1410037,3367,87,757,5
1410038,3368,127,818,7
1410039,3369,36,246,1
1410040,3370,51,326,4
1410041,3371,60,391,4
1410042,3372,80,639,6
1410043,3373,517,688,8
1410044,3374,627,1121,15
1410045,3375,530,1147,9
1410046,3376,170,467,9
1410047,3377,516,823,11
1410048,3378,175,682,9
1410049,3379,233,471,3
1410050,3380,318,849,10
1410051,3381,374,640,10
1410052,3382,266,740,8
1410053,3383,328,977,10
1410054,3384,203,648,6
1410055,3385,389,792,10
1410056,3386,403,716,14
1410057,3387,211,485,5
1410058,3388,264,507,2
1410059,3389,253,882,5
1410060,3390,553,709,9
1410061,3391,253,513,10
1410062,3392,135,403,2
1410063,3393,193,854,3
1410064,3394,197,912,0
1410065,3395,80,101,0
1410066,3396,200,768,5
1410067,3397,206,778,5
1410068,3398,59,238,1
1410069,3399,328,1476,9
1410070,3400,203,989,10
1410071,3401,177,831,3
1410072,3402,107,512,1
1410073,3403,89,468,5
1410074,3404,117,779,10
1410075,3405,189,648,7
1410076,3406,109,497,4
1410077,3407,182,902,3
1410078,3408,106,487,4
1410079,3409,39,230,4
1410080,3410,59,552,10
1410081,3411,26,124,2
1410082,3412,125,762,7
1410083,3413,66,473,2
1410084,3414,125,794,6
1410085,3415,75,557,4
1410086,3416,28,48,2
1410087,3417,0,3,0
1410088,3418,119,149,5
1410089,3419,256,1113,8
1410090,3420,324,738,13
1410091,3421,128,374,3
1410092,3422,521,1128,9
1410093,3423,202,574,8
1410094,3424,357,966,4
1410095,3425,441,1035,10
1410096,3426,562,1125,7
1410097,3427,274,766,3
1410098,3428,410,752,13
1410099,3429,147,445,2
1410100,3430,385,1172,5
1410101,3431,448,904,13
1410102,3432,274,884,9
1410103,3433,402,686,5
1410104,3434,459,1009,5
1410105,3435,385,1033,9
1410106,3436,341,1079,12
1410107,3437,314,802,0
1410108,3438,426,714,6
1410109,3439,296,693,3
1410110,3440,410,1203,8
1410111,3441,95,412,1
1410112,3442,355,1721,13
1410113,3443,267,921,10
1410114,3444,372,1495,12
1410115,3445,246,741,9
1410116,3446,380,1291,7
1410117,3447,354,1179,7
1410118,3448,315,888,2
1410119,3449,273,795,5
1410120,3450,328,1138,5
1410121,3451,193,815,4
1410122,3452,370,1365,4
1410123,3453,248,1131,6
1410124,3454,229,1035,9
1410125,3455,368,1315,11
1410126,3456,582,1657,8
1410127,3457,21,56,0
1410128,3458,163,426,3
1410129,3459,386,1097,8
1410130,3460,411,1337,11
1410131,3461,271,891,5
1410132,3462,27,139,1
1410133,3463,156,944,6
1410134,3464,119,434,1
1410135,3465,124,861,8
1410136,3466,95,648,6
1410137,3467,95,738,3
1410138,3468,119,773,5
1410139,3469,185,793,2
1410140,3470,84,629,4
1410141,3471,84,473,1
1410142,3472,57,436,2
1410143,3473,139,951,9
1410144,3474,165,942,4
1410145,3475,151,879,5
1410146,3476,69,490,2
1410147,3477,117,528,3
1410148,3478,152,865,11
1410149,3479,187,951,8
1410150,3480,104,622,4
1410151,3481,101,790,9
1410152,3482,78,677,3
1410153,3483,163,947,4
1410154,3484,131,800,2
1410155,3485,63,361,2
1410156,3486,93,621,1
1410157,3487,32,204,2
1410158,3488,361,807,7
1410159,3489,89,578,3
1410160,3490,151,767,5
1410161,3491,64,352,6
1410162,3492,185,1142,3
1410163,3493,198,843,7
1410164,3494,244,1152,6
1410165,3495,154,1201,3
1410166,3496,398,734,10
1410167,3497,160,1125,5
1410168,3498,31,103,0
1410169,3499,138,739,7
1410170,3500,382,827,13
1410171,3501,87,575,2
1410172,3502,276,1159,12
1410173,3503,142,407,1
1410174,3504,8,16,0
1410175,3505,20,103,1
1410176,3506,210,379,4
1410177,3507,124,194,3
1410178,3508,211,371,3
1410179,3509,16,227,1
1410180,3510,75,558,3
1410181,3511,300,671,7
1410182,3512,137,529,2
1410183,3513,0,0,0
1410184,3514,0,0,0
1410185,3515,167,209,3
1410186,3516,111,287,4
1410187,3517,0,0,0
1410188,3518,16,34,0
1410189,3519,8,22,0
1410190,3520,8,39,0
1410191,3521,62,189,1
1410192,3522,556,1179,14
1410193,3523,107,265,3
1410194,3524,259,468,5
1410195,3525,253,678,5
1410196,3526,311,951,5
1410197,3527,369,1233,9
1410198,3528,518,1328,11
1410199,3529,294,685,5
1410200,3530,3,7,0
1410201,3531,360,816,8
1410202,3532,298,668,4
1410203,3533,228,511,3
1410204,3534,0,1,0
1410205,3535,153,760,4
1410206,3536,46,235,2
1410207,3537,98,624,6
1410208,3538,86,489,1
1410209,3539,22,40,1
1410209,3540,0,0,0
1410210,3541,0,0,0
1410211,3542,22,60,1
1410211,3543,0,0,0
1410212,3544,16,35,0
1410213,3545,14,71,0
1410214,3546,0,1,0
1410215,3547,366,983,7
1410216,3548,0,7,0
1410217,3549,21,94,0
1410218,3550,8,48,0
1410219,3551,62,434,2
1410220,3552,68,414,1
1410221,3553,17,29,1
1430010,3554,384,163,7
1430011,3555,162,82,3
1430012,3556,593,162,4
1430018,3557,925,150,8
1430019,3558,622,127,5
1430020,3559,520,125,8
1430021,3560,573,131,5
1430023,3561,206,55,3
1430024,3562,739,202,4
1430025,3563,385,56,3
1430030,3564,346,51,0
1430031,3565,621,96,1
1430032,3566,688,157,6
1430033,3567,262,167,4
1430034,3568,608,89,0
1430035,3569,30,37,1
1430041,3570,393,51,3
1430044,3571,1042,164,3
1430045,3572,570,278,15
1430046,3573,261,106,0
1430047,3574,125,37,1
1450101,3575,145,119,1
1450102,3576,279,156,0
1450103,3577,352,58,1
1450201,3578,270,57,4
1450202,3579,103,269,0
1450203,3580,108,235,1
1450301,3581,321,73,2
1450302,3582,447,138,2
1450303,3583,303,37,2
1450401,3584,252,60,1
1450402,3585,369,133,1
1450403,3586,266,110,5
1470001,3587,526,139,7
1470002,3588,591,85,8
1470003,3589,228,91,2
1470004,3590,562,216,3
1470005,3591,256,57,4
1470006,3592,327,67,3
1470007,3593,210,53,5
1470009,3594,432,92,5
1470010,3595,1079,233,11
1470011,3596,1060,209,4
1470012,3597,580,89,3
1470013,3598,198,51,0
1470015,3599,403,72,0
1470016,3600,163,32,1
1470017,3601,295,78,3
1470018,3602,977,303,8
1470019,3603,682,240,7
1490110,3604,531,95,3
1490112,3605,502,143,6
1490204,3606,805,159,4
1490207,3607,1013,250,6
1490315,3608,336,68,2
1490316,3609,944,280,7
1490422,3610,387,84,1
1490423,3611,429,97,3
1490425,3612,1077,324,7
149101,3613,790,337,10
149201,3614,572,139,3
149301,3615,841,222,1
1510001,3616,275,66,3
1510004,3617,287,76,5
1510010,3618,280,87,2
1510010,3619,0,0,0
1510012,3620,297,111,5
1530001,3621,449,99,0
1530002,3622,435,85,4
1530003,3623,199,105,1
1530004,3624,311,187,4
1550101,3625,60,24,1
1550201,3626,115,33,0
1550301,3627,71,23,0
1550401,3628,75,33,0
1571004,3629,1514,1022,31
1571005,3630,634,206,3
1571006,3631,2979,1566,27
1571008,3632,424,124,2
1571013,3633,785,714,17
1571014,3634,1981,1024,17
1571019,3635,454,160,7
1571038,3636,1722,1437,27
1571041,3637,872,384,7
1571054,3638,123,85,1
1571057,3639,1572,1142,19
1571063,3640,1498,550,20
1571103,3641,2086,1131,21
1571104,3642,1984,963,24
1571122,3643,1649,881,26
1571130,3644,1515,1181,24
1571132,3645,1544,1299,24
1571133,3646,1471,866,27
1571142,3647,1317,1109,26
1571143,3648,2766,2501,28
1571144,3649,1605,1079,14
1571145,3650,776,679,10
1571146,3651,1169,1153,16
1571148,3652,2894,1663,28
1571148,3653,0,0,0
1571149,3654,2546,639,24
1571156,3655,1158,434,14
1571159,3656,524,501,8
1571160,3657,404,453,5
1571165,3658,1071,349,7
1572003,3659,173,967,6
1572007,3660,529,356,4
1572009,3661,1567,855,12
1572010,3662,1569,416,10
1572017,3663,67,1310,8
1572018,3664,883,198,11
1572021,3665,416,64,2
1572023,3666,109,1059,3
1572028,3667,728,800,7
1572030,3668,993,854,11
1572031,3669,74,1376,8
1572033,3670,179,504,0
1572034,3671,126,2025,8
1572036,3672,28,560,3
1572050,3673,75,1728,6
1572051,3674,49,1279,7
1572052,3675,53,1271,4
1572055,3676,21,545,2
1572056,3677,83,278,0
1572058,3678,116,310,2
1572059,3679,93,1224,5
1572061,3680,1003,1372,12
1572068,3681,239,29,4
1572070,3682,313,480,8
1572075,3683,75,979,6
1572077,3684,131,1002,4
1572081,3685,184,535,5
1572085,3686,854,870,14
1572087,3687,797,495,4
1572088,3688,203,539,4
1572089,3689,32,770,1
1572090,3690,246,248,7
1572091,3691,124,296,2
1572094,3692,1,4,0
1572097,3693,1544,1533,22
1572108,3694,683,2469,12
1572109,3695,273,274,1
1572114,3696,180,2083,7
1572115,3697,212,747,3
1572116,3698,57,1193,4
1572118,3699,1919,1687,26
1572120,3700,1330,751,16
1572123,3701,41,934,2
1572128,3702,1458,779,7
1572134,3703,495,1522,9
1572136,3704,72,124,0
1572151,3705,489,1018,8
1572152,3706,1830,2242,33
1572153,3707,64,1189,3
1572161,3708,284,77,0
1572171,3709,529,809,12
1573011,3710,577,454,10
1573016,3711,816,1238,19
1573020,3712,1265,694,15
1573022,3713,1113,965,20
1573027,3714,13,7,0
1573029,3715,823,447,14
1573035,3716,453,591,9
1573042,3717,465,222,1
1573043,3718,91,318,0
1573044,3719,922,1402,17
1573045,3720,455,629,5
1573046,3721,873,1093,5
1573047,3722,223,302,1
1573049,3723,631,1447,18
1573053,3724,0,0,0
1573060,3725,348,1388,11
1573062,3726,932,1396,12
1573064,3727,962,887,13
1573065,3728,1230,1805,26
1573065,3729,0,0,0
1573071,3730,101,166,0
1573078,3731,78,260,1
1573079,3732,129,134,4
1573080,3733,346,455,6
1573084,3734,490,518,9
1573086,3735,346,914,10
1573092,3736,179,330,2
1573093,3737,59,174,0
1573096,3738,343,950,5
1573098,3739,460,877,7
1573102,3740,507,962,11
1573105,3741,130,150,0
1573107,3742,831,536,7
1573110,3743,727,811,18
1573111,3744,410,416,6
1573112,3745,26,114,0
1573119,3746,1250,907,14
1573121,3747,163,253,4
1573125,3748,719,1529,13
1573126,3749,159,299,3
1573127,3750,704,1089,14
1573127,3751,4,3,0
1573129,3752,1621,2180,22
1573131,3753,358,413,2
1573131,3754,0,0,0
1573135,3755,1503,2547,21
1573137,3756,72,184,1
1573138,3757,49,191,0
1573139,3758,161,430,4
1573140,3759,1059,948,18
1573147,3760,456,1300,8
1573155,3761,324,1004,3
1573157,3762,215,323,5
1573158,3763,317,1007,5
1573166,3764,27,30,0
1573168,3765,122,169,1
1573169,3766,107,208,2
1573172,3767,239,605,5
1573174,3768,317,592,6
1573175,3769,184,501,6
1574001,3770,814,476,9
1574002,3771,215,777,11
1574012,3772,526,576,8
1574015,3773,532,189,4
1574024,3774,148,47,1
1574025,3775,1133,871,13
1574026,3776,946,997,8
1574032,3777,173,441,7
1574037,3778,679,610,10
1574039,3779,177,376,2
1574040,3780,155,737,5
1574048,3781,243,541,5
1574066,3782,402,1857,13
1574067,3783,549,1137,12
1574069,3784,755,1377,25
1574072,3785,46,15,0
1574073,3786,452,229,7
1574073,3787,0,0,0
1574074,3788,781,1208,12
1574076,3789,504,1058,9
1574082,3790,2025,1580,18
1574083,3791,760,1817,17
1574095,3792,802,883,13
1574099,3793,549,1275,9
1574100,3794,393,936,5
1574101,3795,363,1349,13
1574106,3796,474,1675,8
1574113,3797,375,2316,10
1574117,3798,219,405,7
1574124,3799,633,1254,10
1574141,3800,985,583,9
1574150,3801,895,2362,10
1574154,3802,661,843,12
1574162,3803,252,82,4
1574163,3804,217,455,4
1574164,3805,233,493,2
1574167,3806,0,9,0
1574170,3807,23,62,1
1574173,3808,220,413,5
1590101,3809,581,118,4
1590102,3810,269,32,1
1590201,3811,327,38,4
1590202,3812,387,130,5
1590301,3813,373,58,5
1590302,3814,339,72,6
1590401,3815,629,107,8
1590402,3816,395,84,2
1610001,3817,1239,252,8
1610002,3818,711,178,7
1610003,3819,82,5,0
1610004,3820,195,25,2
1610004,3821,20,3,0
1610005,3822,664,212,8
1610005,3823,310,104,4
1610006,3824,269,39,1
1610006,3825,11,2,0
1610006,3826,0,0,0
1610007,3827,272,80,2
1610007,3828,24,6,0
1610008,3829,283,56,3
1610009,3830,96,22,0
1610009,3831,89,21,0
1610009,3832,3,0,0
1610010,3833,207,13,1
1610011,3834,136,100,1
1610011,3835,102,72,1
1610011,3836,0,0,0
1610013,3837,392,67,2
1610015,3838,138,22,0
1630001,3839,211,316,4
1630002,3840,82,289,2
1630003,3841,45,212,1
1630004,3842,257,240,2
1630005,3843,212,73,3
1630006,3844,180,81,3
1630008,3845,181,316,1
1630009,3846,191,302,9
1630010,3847,277,187,3
1650002,3848,710,96,5
1650003,3849,1057,111,9
1650004,3850,642,103,4
1650005,3851,129,11,0
1650006,3852,80,25,0
1650008,3853,479,142,1
1650009,3854,220,25,0
1670137,3855,1021,507,11
1670142,3856,807,992,14
1670143,3857,310,504,5
1670144,3858,844,418,11
1670146,3859,900,654,10
1670148,3860,1109,723,22
1670150,3861,783,497,8
1670151,3862,1211,411,13
1670152,3863,659,322,9
1670159,3864,1221,772,14
1670165,3865,781,391,7
1670166,3866,1098,594,18
1670167,3867,1217,569,12
1670168,3868,0,0,0
1670172,3869,224,68,0
1670173,3870,365,195,5
1670185,3871,974,457,12
1670191,3872,1313,645,16
1670193,3873,983,512,20
1670196,3874,47,396,2
1670197,3875,271,129,3
1670202,3876,287,513,5
1670203,3877,503,147,4
1670204,3878,484,119,6
1670206,3879,839,1404,16
1670211,3880,193,509,7
1670214,3881,459,1512,17
1670215,3882,626,1327,13
1670216,3883,320,801,10
1670218,3884,848,1056,20
1670221,3885,965,399,6
1670223,3886,766,905,18
1670224,3887,889,965,14
1670225,3888,1415,434,13
1670226,3889,874,424,12
1670227,3890,1371,332,10
1670230,3891,410,817,14
1670245,3892,39,293,3
1670274,3893,411,151,3
1670275,3894,187,82,2
1670276,3895,688,618,9
1670277,3896,1140,231,5
1670278,3897,1645,356,14
1670333,3898,1172,616,22
1670340,3899,29,265,0
1670341,3900,263,293,5
1670353,3901,1443,817,23
1670354,3902,1478,977,25
1670355,3903,928,540,15
1670356,3904,1704,569,13
1670357,3905,2031,711,28
1670363,3906,1177,602,12
1670364,3907,1208,546,21
1670370,3908,1166,561,12
1670371,3909,780,589,16
1670384,3910,348,196,7
1670386,3911,772,399,11
1670387,3912,1092,566,15
1670388,3913,1462,820,25
1670389,3914,97,206,0
1670390,3915,1448,764,21
1670392,3916,241,149,6
1670398,3917,101,141,2
1670399,3918,54,76,0
1670401,3919,474,241,5
1670412,3920,7,31,1
1670419,3921,625,620,8
1670420,3922,836,567,13
1670422,3923,368,250,4
1670428,3924,1594,307,16
1670429,3925,576,389,8
1670431,3926,317,1066,7
1670432,3927,521,528,15
1670434,3928,100,498,4
1670435,3929,255,417,1
1670436,3930,160,1331,10
1670438,3931,643,1291,15
1670439,3932,1266,639,15
1670458,3933,647,122,3
1670460,3934,1605,516,19
1670461,3935,1750,588,12
1670462,3936,1326,479,9
1670479,3937,569,108,7
1670480,3938,141,120,1
1670481,3939,87,27,1
1670482,3940,96,11,2
1670483,3941,1129,723,12
1670492,3942,898,280,7
1670495,3943,911,325,7
1672301,3944,0,0,0
1672321,3945,0,0,0
1672323,3946,237,35,2
1674191,3947,0,0,0
1674322,3948,0,0,0
1674391,3949,12,2,0
1674801,3950,0,0,0
1690001,3951,266,45,4
1690002,3952,350,38,1
1690003,3953,204,46,9
1690004,3954,119,46,1
1690005,3955,60,14,0
1690006,3956,69,14,1
1710001,3957,912,266,5
1710002,3958,627,199,3
1710003,3959,629,183,9
1710004,3960,1540,441,15
1710005,3961,1107,218,8
1710006,3962,418,94,3
1710007,3963,1345,329,10
1710008,3964,205,47,1
1710009,3965,125,23,0
1710010,3966,439,128,4
1710012,3967,1106,288,11
1710013,3968,941,228,8
1710015,3969,496,128,4
1730001,3970,154,5,1
1730002,3971,103,15,1
1730003,3972,129,9,0
1730004,3973,127,8,2
1750011,3974,273,202,8
1750012,3975,228,24,3
1750021,3976,362,223,7
1750022,3977,87,48,1
1750031,3978,285,78,4
1750032,3979,365,40,1
1750041,3980,186,37,0
1750042,3981,339,40,3
1750043,3982,201,25,2
1770001,3983,1005,315,5
1770002,3984,517,246,4
1770003,3985,517,179,3
1770005,3986,282,73,5
1770007,3987,214,42,3
1770008,3988,164,32,0
1770009,3989,290,239,3
1770010,3990,215,57,2
1770011,3991,133,15,1
1770012,3992,78,21,1
1770013,3993,165,28,1
1770014,3994,49,12,3
1770015,3995,184,21,0
177046,3996,361,142,0
1790001,3997,189,14,0
1790002,3998,1067,116,9
1790003,3999,83,2,0
1790004,4000,367,41,1
1790005,4001,1387,164,10
1790006,4002,1424,149,8
1790007,4003,729,129,12
1810101,4004,393,352,7
1810102,4005,296,668,11
1810103,4006,433,413,8
1810104,4007,562,117,6
1810105,4008,411,112,8
1810106,4009,1151,275,20
1810107,4010,944,161,7
1810108,4011,999,205,10
1810109,4012,1823,469,24
1810201,4013,1098,546,14
1810202,4014,1254,532,8
1810203,4015,229,216,2
1810204,4016,45,10,0
1810205,4017,1733,412,6
1810206,4018,497,290,7
1810207,4019,435,85,4
1810208,4020,592,215,1
1810209,4021,702,152,3
1810210,4022,955,168,5
1810301,4023,861,479,19
1810302,4024,1081,660,10
1810303,4025,205,39,0
1810304,4026,1110,604,20
1810305,4027,675,147,5
1810306,4028,1851,307,16
1810307,4029,946,159,12
1810308,4030,554,80,6
1810309,4031,423,97,2
1810310,4032,111,23,0
1810401,4033,343,373,3
1810402,4034,900,393,9
1810403,4035,1590,415,13
1810404,4036,1858,481,17
1810405,4037,180,95,2
1810406,4038,1342,216,13
1810407,4039,36,38,0
1810408,4040,396,136,7
1810409,4041,933,397,13
1810410,4042,1013,388,10
1810411,4043,88,30,2
1810412,4044,607,202,2
1830001,4045,673,290,6
1830002,4046,1525,611,12
1830003,4047,802,319,9
1830004,4048,1591,473,8
1830005,4049,1574,469,11
1830006,4050,1147,220,13
1830007,4051,1333,332,13
1830008,4052,1742,611,15
1830009,4053,1752,653,18
1830010,4054,1188,674,16
1830011,4055,1718,569,11
1830012,4056,2111,313,21
1830013,4057,1031,339,10
1830014,4058,1919,363,11
1830015,4059,380,209,10
1830016,4060,1719,353,10
1830017,4061,162,188,3
1830018,4062,828,985,9
1830019,4063,229,1288,3
1830020,4064,259,883,4
1830021,4065,886,991,21
1850001,4066,874,146,8
1850002,4067,472,59,3
1850003,4068,253,480,6
1850004,4069,501,110,4
1850005,4070,572,178,2
1850006,4071,591,328,8
1850007,4072,545,119,8
1850008,4073,308,75,1
1850009,4074,177,39,2
1850010,4075,788,119,10
1850012,4076,432,146,3
1850014,4077,476,125,6
1850015,4078,501,110,9
1870102,4079,404,178,5
1870103,4080,328,126,3
1870104,4081,268,238,5
1870105,4082,1163,324,19
1870106,4083,1294,586,19
1870107,4084,555,140,11
1870109,4085,250,55,1
1870110,4086,87,61,2
1870112,4087,59,165,2
1870113,4088,382,188,9
1870114,4089,276,163,9
1870115,4090,149,27,0
1870116,4091,981,339,10
1870117,4092,583,255,6
1870119,4093,822,261,13
1870120,4094,545,168,5
1870123,4095,0,1,0
1870124,4096,2,0,0
1870125,4097,90,19,0
1870126,4098,11,2,1
1870127,4099,11,4,0
1870128,4100,1163,515,14
1870129,4101,921,466,16
1870201,4102,119,92,1
1870202,4103,134,323,3
1870203,4104,45,131,1
1870204,4105,251,364,6
1870205,4106,485,172,6
1870206,4107,356,603,7
1870207,4108,147,251,5
1870208,4109,1414,448,24
1870209,4110,89,229,1
1870210,4111,256,218,6
1870211,4112,38,40,2
1870212,4113,40,53,0
1870213,4114,818,389,24
1870214,4115,274,93,4
1870215,4116,378,158,5
1870216,4117,29,8,0
1870217,4118,29,36,0
