CNTYVTD,VTDKEY,BellD_20P_U.S. Sen,CooperD_20P_U.S. Sen,EdwardsD_20P_U.S. Sen,FosterD_20P_U.S. Sen,GarciaD_20P_U.S. Sen,HarrisD_20P_U.S. Sen,HegarD_20P_U.S. Sen,HernandezD_20P_U.S. Sen,HunterD_20P_U.S. Sen,OceguedaD_20P_U.S. Sen,RamirezD_20P_U.S. Sen,WestD_20P_U.S. Sen
0770012,1609,3,2,2,0,2,0,3,0,1,0,0,2
0770013,1610,1,1,0,0,3,2,1,2,0,1,0,0
0770014,1611,0,0,0,3,1,0,1,0,0,0,0,0
0770015,1612,1,0,0,0,2,0,0,1,0,0,0,1
0770017,1613,5,4,3,4,8,0,6,3,3,0,5,4
0770020,1614,0,4,1,0,1,0,1,1,0,1,0,1
0770024,1615,1,2,0,0,0,0,0,0,0,0,0,0
0770026,1616,0,0,0,0,0,1,0,0,0,0,0,0
0770027,1617,1,0,0,0,2,0,1,1,1,0,0,1
0770032,1618,0,0,0,0,0,0,0,0,1,1,0,0
0790101,1619,0,0,1,0,2,0,0,4,0,0,0,0
0790202,1620,1,1,1,0,2,0,0,2,0,1,0,0
0790303,1621,0,0,0,0,0,0,0,0,0,0,0,0
0790306,1622,0,0,0,0,0,0,1,0,0,0,0,0
0790404,1623,1,0,2,1,2,0,0,5,0,1,1,0
0810001,1624,0,0,2,0,0,0,2,0,1,0,0,0
0810002,1625,1,3,3,0,3,0,0,1,2,2,2,4
0810003,1626,3,1,4,2,0,1,1,0,0,0,1,2
0810004,1627,3,0,2,1,3,0,5,0,0,0,1,2
0810004,1628,0,0,0,0,0,0,0,0,0,0,0,1
0830001,1629,2,1,2,1,3,2,11,3,3,2,0,2
0830002,1630,2,0,5,5,4,3,13,2,3,0,6,1
0830003,1631,0,1,0,0,1,1,8,0,1,0,7,0
0830004,1632,3,3,3,0,6,2,15,1,3,0,4,1
083002,1633,0,1,0,0,2,0,7,0,0,0,1,1
0850001,1634,28,12,39,6,54,5,128,19,4,6,45,76
0850002,1635,27,12,39,3,52,7,124,28,14,9,40,97
0850003,1636,10,10,17,2,33,13,28,17,9,5,14,69
0850004,1637,12,7,18,2,12,2,42,5,4,1,8,25
0850005,1638,5,3,9,2,7,2,20,7,3,1,14,14
0850006,1639,8,8,15,0,15,3,42,9,8,1,38,49
0850007,1640,15,4,19,0,13,3,44,13,4,3,38,42
0850008,1641,10,3,8,4,21,4,69,10,5,2,12,22
0850009,1642,21,9,17,2,31,1,55,19,8,5,15,24
0850010,1643,0,2,3,0,2,0,11,3,0,0,7,3
0850011,1644,9,12,20,5,12,3,51,4,3,3,12,42
0850012,1645,14,7,18,0,19,3,72,14,7,0,26,30
0850013,1646,7,3,8,6,7,0,20,2,0,1,8,6
0850014,1647,26,23,30,3,50,8,91,26,10,6,52,73
0850015,1648,15,8,21,2,19,12,63,16,5,3,21,38
0850016,1649,19,17,32,5,35,3,82,12,6,2,20,49
0850017,1650,13,16,33,2,32,5,69,12,11,6,26,51
0850018,1651,3,1,2,1,5,0,13,2,3,1,1,4
0850019,1652,17,2,17,1,24,5,68,9,2,6,21,56
0850020,1653,4,5,11,1,10,1,22,1,0,0,4,10
0850021,1654,37,33,55,5,64,8,197,30,13,15,68,118
0850022,1655,11,5,26,0,19,3,67,6,6,4,23,35
0850023,1656,17,23,29,2,43,8,73,24,5,4,50,89
0850024,1657,17,17,34,2,36,8,63,12,9,8,30,54
0850025,1658,29,13,47,2,44,6,114,19,12,6,82,120
0850026,1659,10,3,16,1,18,6,25,10,3,5,18,31
0850027,1660,13,8,28,3,42,3,81,12,4,7,40,72
0850028,1661,30,12,34,2,44,5,141,16,7,5,42,84
0850029,1662,6,6,13,1,16,4,44,7,5,1,8,29
0850030,1663,34,20,32,2,51,9,135,17,10,9,49,93
0850031,1664,25,8,18,1,22,9,107,13,9,2,28,52
0850032,1665,27,9,42,4,38,10,140,19,7,6,35,75
0850033,1666,21,11,19,4,24,3,85,17,6,2,26,57
0850034,1667,41,31,56,9,76,12,165,37,13,7,84,95
0850035,1668,0,3,5,1,11,1,14,3,2,1,2,14
0850036,1669,32,9,42,1,19,1,107,10,5,6,14,60
0850037,1670,7,4,3,2,6,1,20,1,2,0,3,11
0850038,1671,17,11,24,2,19,7,72,14,9,3,30,57
0850039,1672,24,14,35,5,58,17,110,25,7,10,68,68
0850040,1673,22,4,27,1,31,10,89,22,10,6,82,61
0850041,1674,17,14,29,4,26,2,74,12,8,2,30,48
0850042,1675,2,3,5,2,5,2,10,5,0,2,11,23
0850043,1676,31,26,28,4,47,4,79,21,9,5,37,73
0850044,1677,10,11,9,1,24,4,33,7,3,0,12,26
0850045,1678,18,10,24,1,22,6,95,22,6,1,31,68
0850046,1679,22,18,27,5,76,16,76,27,7,8,53,66
0850047,1680,30,17,27,2,48,4,107,23,10,6,50,78
0850048,1681,42,10,51,8,53,10,180,22,18,8,56,126
0850049,1682,19,11,22,6,20,6,120,9,7,3,44,47
0850050,1683,29,17,22,5,43,18,50,30,12,8,60,86
0850051,1684,12,11,9,1,31,10,50,11,4,6,23,41
0850052,1685,40,23,48,4,65,6,77,55,17,9,104,137
0850053,1686,28,9,31,3,28,9,128,15,3,3,28,45
0850054,1687,29,23,47,5,62,14,105,26,10,8,45,103
0850055,1688,40,13,58,8,95,12,146,51,13,12,124,94
0850056,1689,14,5,22,2,20,9,81,22,8,6,27,52
0850057,1690,34,19,39,3,46,13,116,26,9,4,51,101
0850058,1691,34,25,46,6,39,10,142,17,13,8,47,113
0850059,1692,36,18,26,2,55,7,80,12,6,11,89,75
0850060,1693,19,16,21,5,25,8,68,16,4,2,24,41
0850061,1694,22,7,17,3,17,2,64,11,4,2,21,49
0850062,1695,23,14,28,1,50,4,145,22,5,8,64,77
0850063,1696,26,12,29,1,14,8,128,15,6,3,32,59
0850064,1697,29,13,31,4,30,10,137,34,13,4,69,61
0850065,1698,7,3,14,2,20,3,54,7,6,3,16,24
0850066,1699,22,10,21,2,26,8,95,10,5,2,34,53
0850067,1700,33,8,29,3,31,9,106,17,11,4,43,81
0850068,1701,17,10,18,3,31,8,67,14,4,6,36,41
0850069,1702,38,17,62,3,47,15,167,26,6,10,126,89
0850070,1703,23,8,23,1,30,7,86,15,2,3,21,56
0850071,1704,20,7,26,4,31,5,118,9,7,3,33,47
0850072,1705,12,6,19,4,20,1,63,12,3,4,18,34
0850073,1706,24,10,22,0,46,7,60,18,7,4,25,67
0850074,1707,16,7,30,1,28,7,75,13,4,6,23,62
0850075,1708,22,15,24,4,34,7,95,16,7,4,26,69
0850076,1709,40,21,52,8,35,9,129,25,7,4,60,98
0850077,1710,30,16,41,6,51,11,146,26,13,5,56,95
0850078,1711,41,12,61,7,52,9,155,42,9,8,82,93
0850079,1712,15,12,28,4,28,3,93,14,6,4,40,75
0850080,1713,26,13,36,2,43,8,115,18,5,4,92,84
0850081,1714,29,10,46,5,53,7,131,25,7,8,47,96
0850082,1715,22,10,31,4,30,5,88,23,8,2,76,52
0850083,1716,18,11,23,4,25,7,70,12,7,5,35,55
0850084,1717,26,4,32,2,24,4,103,13,7,6,32,96
0850085,1718,30,28,33,5,44,9,136,30,5,9,64,87
0850086,1719,40,11,33,3,35,8,130,22,11,4,31,92
0850087,1720,22,16,38,5,36,8,89,34,11,7,40,59
0850088,1721,12,14,38,2,57,4,44,26,8,7,31,66
0850089,1722,22,20,58,2,43,7,142,28,16,4,42,77
0850090,1723,23,16,39,4,33,6,113,14,8,4,41,70
0850091,1724,29,14,40,2,35,5,133,20,7,8,69,44
0850092,1725,34,14,25,2,47,16,105,26,5,6,51,63
0850093,1726,1,0,0,0,1,0,5,0,0,0,0,1
0850094,1727,49,27,60,3,59,11,195,41,11,9,76,148
0850095,1728,20,11,30,3,33,5,103,15,2,9,91,88
0850096,1729,4,8,15,1,16,5,19,3,3,1,10,31
0850097,1730,10,3,9,1,11,2,44,2,6,1,9,18
0850098,1731,11,7,11,3,9,4,47,3,2,1,16,28
0850099,1732,0,3,2,0,6,1,5,2,0,0,2,6
0850100,1733,0,0,0,0,0,0,0,0,0,0,0,0
0850101,1734,16,20,44,9,34,12,119,24,9,4,56,79
0850102,1735,24,7,31,3,16,7,80,14,7,2,28,52
0850103,1736,6,5,13,0,15,3,51,14,2,1,18,29
0850104,1737,14,22,31,7,42,10,53,17,9,4,24,95
0850105,1738,0,0,0,0,0,0,3,0,0,0,0,1
0850106,1739,20,8,25,2,21,2,59,17,8,7,38,43
0850107,1740,37,23,48,6,51,16,151,32,10,9,64,85
0850108,1741,34,19,46,12,43,6,124,31,12,5,62,91
0850109,1742,24,17,52,3,35,12,143,20,11,6,45,93
0850110,1743,25,11,36,6,35,12,103,25,9,4,37,112
0850111,1744,11,7,22,1,20,2,53,12,5,0,17,40
0850112,1745,29,23,61,10,36,8,141,27,8,8,40,85
0850113,1746,18,13,31,1,37,3,65,21,8,6,77,41
0850114,1747,10,1,7,1,13,0,37,4,2,0,6,4
0850115,1748,27,10,52,5,48,8,148,22,13,5,47,92
0850116,1749,32,26,73,4,61,13,207,34,21,11,60,104
0850117,1750,33,22,52,8,51,10,126,23,13,6,69,87
0850118,1751,26,20,39,4,42,4,120,19,10,5,40,67
0850119,1752,25,14,31,1,34,4,99,16,6,4,63,63
0850120,1753,40,16,43,3,30,6,129,23,6,4,67,67
0850121,1754,21,27,25,3,39,11,116,23,19,9,80,68
0850122,1755,40,22,56,2,37,8,151,11,13,3,58,54
0850123,1756,19,12,25,2,26,4,89,15,2,1,18,51
0850124,1757,33,24,37,1,36,7,110,23,11,5,43,67
0850125,1758,54,23,61,4,56,15,183,52,19,14,118,178
0850126,1759,33,23,43,4,52,11,119,21,15,7,64,129
0850127,1760,32,17,45,1,56,10,118,35,13,6,46,86
0850128,1761,13,11,22,4,21,5,66,9,10,3,22,36
0850129,1762,36,14,31,2,27,10,105,14,15,5,50,95
0850130,1763,26,17,32,3,48,10,156,40,9,7,94,93
0850131,1764,16,9,24,5,23,8,92,17,4,5,33,53
0850132,1765,34,13,43,2,52,5,126,16,5,1,39,113
0850133,1766,12,7,16,3,19,4,49,20,4,3,32,65
0850134,1767,39,31,51,3,53,15,125,39,20,9,63,122
0850135,1768,34,22,49,3,53,17,147,28,15,7,75,109
0850136,1769,17,6,30,2,24,8,98,11,8,1,14,79
0850137,1770,14,7,18,1,25,9,77,6,8,0,23,42
0850138,1771,15,8,27,4,26,4,80,13,2,5,28,52
0850139,1772,39,15,47,7,69,11,152,37,11,6,91,117
0850140,1773,36,13,42,5,43,3,141,12,9,3,31,53
0850141,1774,21,20,39,9,42,8,150,31,15,9,57,137
0850142,1775,37,22,54,3,46,11,154,22,7,5,40,105
0850143,1776,17,15,31,2,19,2,71,9,4,5,20,54
0850144,1777,26,8,21,6,28,6,78,34,10,6,42,96
0850145,1778,16,7,33,0,25,4,53,6,7,3,38,39
0850146,1779,41,37,69,8,71,7,115,28,21,9,62,129
0850147,1780,18,12,15,1,19,6,38,10,6,6,37,38
0850148,1781,3,2,3,0,4,1,8,2,2,1,5,8
0850149,1782,29,13,39,8,43,9,96,19,16,10,57,74
0850150,1783,9,1,13,3,13,3,33,5,3,0,15,29
0850151,1784,14,13,21,2,25,4,35,12,9,2,51,52
0850152,1785,0,1,1,0,3,2,7,0,1,0,4,6
0850153,1786,30,18,43,2,41,6,111,25,16,7,65,107
0850154,1787,4,5,9,0,2,0,15,2,1,0,3,4
0850155,1788,33,23,26,2,33,9,80,16,6,9,23,59
0850156,1789,26,7,32,5,40,9,92,19,8,3,39,79
0850157,1790,35,22,53,3,43,4,122,40,12,5,87,80
0850158,1791,24,14,29,7,31,7,69,26,11,6,52,95
0850159,1792,21,17,22,4,35,8,61,22,9,7,50,76
0850160,1793,0,1,2,0,1,0,3,1,0,0,0,2
0850161,1794,2,1,2,0,2,0,7,3,2,0,3,5
0850162,1795,2,0,2,1,0,0,8,0,0,0,1,1
0850163,1796,14,12,18,1,24,6,48,15,6,2,20,40
0850164,1797,11,0,21,2,10,1,84,8,3,1,22,68
0850165,1798,11,5,8,3,4,1,32,5,2,0,13,33
0850166,1799,24,16,46,4,38,8,91,42,15,3,57,124
0850167,1800,47,38,63,4,85,19,158,49,16,11,92,123
0850168,1801,12,2,22,1,10,4,56,6,2,4,13,28
0850169,1802,29,13,33,5,45,9,82,17,6,6,49,60
0850170,1803,10,4,20,1,19,3,46,6,2,2,26,38
0850171,1804,19,10,23,2,30,6,64,13,7,2,40,46
0850172,1805,7,6,7,1,10,1,17,6,5,1,6,15
0850173,1806,7,2,4,0,6,0,26,0,3,0,3,8
0850174,1807,32,21,40,0,45,8,104,27,16,7,48,94
0850175,1808,15,9,8,5,12,1,59,11,6,2,28,41
0850176,1809,37,23,43,4,56,7,104,26,10,6,52,72
0850177,1810,10,10,21,2,23,3,41,15,5,1,22,37
0850178,1811,8,6,8,1,14,1,43,10,4,1,5,31
0850179,1812,35,11,49,4,29,6,175,10,7,1,24,119
0850180,1813,21,17,35,4,37,8,73,24,12,5,35,58
0850181,1814,4,7,15,0,20,2,37,7,9,5,9,25
0850182,1815,25,17,33,4,40,8,88,19,11,4,53,61
0850183,1816,0,0,1,0,0,0,0,0,0,0,1,0
0850184,1817,14,13,29,5,31,5,56,21,9,2,29,46
0850185,1818,1,0,0,0,0,0,3,0,0,0,1,1
0850186,1819,0,0,0,0,1,1,1,0,0,0,0,1
0850187,1820,2,0,2,0,2,1,7,0,0,1,2,2
0850188,1821,0,0,0,0,0,0,1,0,0,0,0,0
0850189,1822,2,0,3,0,3,0,8,2,0,0,4,5
0850190,1823,0,0,1,0,0,0,2,1,0,0,0,0
0850191,1824,0,1,3,0,5,0,4,1,0,0,2,0
0850192,1825,5,4,9,1,17,0,37,3,0,1,13,16
0850193,1826,2,1,2,1,5,3,27,3,1,3,5,6
0850194,1827,0,0,0,0,1,0,0,0,0,0,0,0
0850195,1828,3,3,5,1,3,1,15,6,2,1,2,6
0850196,1829,9,10,14,2,21,8,33,11,5,1,22,46
0850197,1830,19,10,11,1,23,5,55,13,4,2,29,29
0850198,1831,0,0,0,0,0,0,2,0,0,0,2,0
0850199,1832,6,4,13,0,12,6,31,4,3,0,5,22
0850200,1833,8,6,9,6,12,5,27,7,5,3,9,19
0850201,1834,0,0,0,0,0,0,0,0,0,0,0,0
0850202,1835,0,0,0,0,0,0,0,0,0,0,0,0
0850203,1836,21,6,41,7,23,3,96,11,6,6,37,60
0850204,1837,2,3,7,0,2,1,10,3,1,0,0,17
0850205,1838,0,0,0,0,0,0,1,0,0,0,0,2
0850206,1839,5,4,16,1,16,3,52,5,3,5,16,20
0850207,1840,25,15,26,3,32,5,97,19,11,9,27,69
0850208,1841,14,5,16,0,12,5,63,8,4,1,13,33
0850209,1842,7,5,10,1,15,1,24,13,2,0,13,19
0850210,1843,17,10,19,3,24,3,45,26,3,3,49,70
0850211,1844,18,17,33,4,34,4,96,16,5,4,41,51
0850212,1845,15,11,17,1,20,5,42,15,14,2,21,34
0850213,1846,25,17,31,5,40,11,75,26,11,6,44,58
0850214,1847,12,12,15,4,15,3,66,0,4,2,23,57
0850215,1848,6,4,6,0,5,0,21,7,3,3,7,25
0850216,1849,15,12,20,3,24,2,55,8,2,2,17,44
0850217,1850,15,12,19,2,18,1,51,10,10,3,22,28
0850218,1851,50,21,41,3,28,7,118,28,10,6,66,71
0850219,1852,37,8,35,3,27,9,95,17,7,2,97,48
0850220,1853,23,25,31,2,30,6,81,27,11,5,43,77
0850221,1854,37,12,47,1,46,9,147,21,10,3,41,65
0850222,1855,34,19,40,3,37,8,100,24,12,7,45,68
0850223,1856,19,8,24,1,19,7,46,19,4,4,40,32
0850224,1857,8,7,10,0,7,4,58,4,4,4,10,28
0850225,1858,25,28,35,6,47,7,68,34,13,6,43,92
0850226,1859,37,19,48,2,58,8,154,26,13,7,42,111
0850227,1860,29,21,28,7,42,13,131,30,12,7,93,111
0850228,1861,26,12,30,6,49,8,63,27,14,4,31,81
0850229,1862,8,6,7,2,8,2,27,7,4,1,7,23
0850230,1863,28,20,35,0,43,9,113,30,13,7,52,77
0850231,1864,15,12,26,8,31,6,77,13,5,4,27,61
0850232,1865,18,11,29,3,27,10,72,17,6,3,44,76
0850233,1866,8,11,16,2,18,4,32,11,4,1,14,27
0850234,1867,16,14,22,0,18,5,44,10,3,1,21,32
0850235,1868,18,13,18,3,32,1,76,18,6,4,25,34
0850236,1869,29,18,31,4,22,9,79,15,9,6,36,56
0850237,1870,12,16,21,1,31,3,39,13,7,1,17,57
0850238,1871,27,17,32,1,39,7,64,29,6,3,61,80
0850239,1872,23,21,25,6,27,10,59,10,9,4,23,60
0850240,1873,16,5,19,3,9,1,45,8,2,2,10,20
0850241,1874,16,10,20,3,20,3,60,12,6,3,44,73
0850242,1875,17,14,25,0,14,4,77,11,12,2,33,67
0850243,1876,7,6,9,2,9,1,27,4,3,3,9,18
0850244,1877,22,19,30,2,25,7,55,26,13,5,32,39
0850245,1878,19,9,30,5,32,7,63,17,7,4,22,53
0850246,1879,33,21,37,2,43,6,114,26,12,7,68,78
0850247,1880,9,6,16,1,16,2,49,5,6,1,17,23
0850248,1881,10,10,11,1,8,4,32,7,5,2,12,27
0850249,1882,21,15,20,4,25,5,67,13,10,3,15,42
0850250,1883,16,10,27,1,18,5,67,18,9,3,23,47
0850251,1884,6,6,12,1,14,3,32,3,3,2,10,21
0850252,1885,2,3,16,3,12,2,30,2,3,3,5,5
0870101,1886,6,2,6,3,0,1,2,1,0,0,1,0
0870201,1887,1,0,0,0,2,0,0,0,0,0,0,3
0870202,1888,0,0,0,0,0,0,0,0,0,0,0,0
0870301,1889,2,0,2,1,2,0,0,0,1,0,1,0
0870302,1890,1,0,0,0,0,0,0,0,0,0,0,0
0870401,1891,5,0,1,1,1,0,1,0,1,0,2,0
0870402,1892,0,0,0,0,0,0,0,0,0,0,1,0
0890101,1893,32,7,4,1,12,2,41,7,3,2,5,14
0890102,1894,2,4,1,0,1,1,5,2,1,0,2,1
0890103,1895,8,1,1,0,4,0,2,0,1,0,1,0
0890201,1896,38,16,12,1,11,2,48,3,6,1,12,25
0890202,1897,6,0,2,0,4,0,3,0,0,0,2,0
0890302,1898,20,3,8,5,6,6,21,5,4,2,6,5
0890303,1899,8,0,0,0,1,1,11,0,1,0,1,2
0890304,1900,3,0,0,1,0,0,12,2,2,0,3,0
0890305,1901,19,6,8,0,2,1,34,5,1,1,5,9
0890401,1902,9,6,0,0,3,1,8,2,1,0,2,4
0890402,1903,35,33,12,4,18,6,37,10,5,3,14,34
0910101,1904,46,5,60,7,26,3,156,38,9,6,43,25
0910102,1905,26,5,40,6,14,2,90,33,1,1,17,11
0910103,1906,25,4,33,9,6,2,98,31,5,6,21,15
0910104,1907,20,2,23,4,10,2,74,13,5,3,12,12
0910105,1908,27,4,38,8,19,7,132,16,6,5,26,22
0910106,1909,17,3,32,4,12,2,77,19,2,3,20,15
0910107,1910,23,2,45,2,9,6,92,17,8,5,13,31
0910108,1911,17,2,15,3,6,0,67,8,2,5,13,17
0910109,1912,12,3,19,2,6,0,42,11,4,2,9,10
0910109,1913,0,0,1,0,0,0,1,0,0,0,0,0
0910110,1914,24,5,27,4,7,4,70,16,2,6,8,13
0910201,1915,27,6,71,5,22,2,92,40,6,6,48,19
0910202,1916,10,3,33,2,9,2,39,22,1,5,18,10
0910202,1917,0,0,0,0,0,0,0,0,0,0,0,0
0910203,1918,25,5,62,10,16,8,109,34,4,7,18,25
0910204,1919,24,1,40,2,13,2,72,20,1,10,30,16
0910205,1920,32,12,98,7,23,4,135,33,4,21,35,50
0910206,1921,19,4,23,6,11,5,61,16,4,4,14,15
0910207,1922,16,4,27,5,10,1,74,18,3,4,9,16
0910208,1923,35,4,50,6,14,2,111,28,4,5,21,26
0910208,1924,0,0,3,0,0,0,3,0,0,0,0,0
0910208,1925,0,0,0,0,0,0,0,0,0,0,0,0
0910208,1926,1,0,2,0,0,0,4,1,0,0,0,0
0910301,1927,35,3,38,12,52,7,72,87,7,14,51,22
0910301,1928,0,0,0,0,0,0,0,0,0,0,0,0
0910302,1929,26,1,37,8,31,3,62,31,4,10,42,21
0910303,1930,10,3,8,4,10,1,38,25,4,4,7,13
0910304,1931,22,3,26,9,23,7,51,44,4,9,26,14
0910305,1932,13,8,28,4,21,1,58,28,5,5,31,13
0910306,1933,14,4,23,7,15,1,30,26,1,8,21,9
0910307,1934,7,1,12,2,10,2,24,32,1,3,11,6
0910308,1935,22,1,33,2,17,1,98,38,1,3,25,9
0910401,1936,34,1,46,4,19,6,119,16,5,2,25,25
0910402,1937,40,4,47,7,11,1,143,24,4,7,27,16
0910403,1938,35,3,29,8,17,4,117,23,6,4,20,24
0910404,1939,16,3,25,5,19,4,65,31,4,4,17,10
0910405,1940,18,5,41,10,17,5,74,25,9,3,27,17
0910405,1941,0,0,0,0,0,0,0,0,0,0,0,0
0910405,1942,0,0,1,0,0,0,1,0,0,0,0,0
0910406,1943,46,6,59,12,26,3,157,37,7,4,38,22
0910407,1944,38,6,72,8,15,4,161,28,13,6,30,26
0910408,1945,32,3,32,11,19,3,101,21,11,9,19,21
0930001,1946,4,1,7,1,3,3,18,4,1,1,5,3
0930002,1947,3,3,0,1,6,1,11,5,3,0,5,4
0930004,1948,1,0,0,0,0,0,0,0,0,0,0,0
0930005,1949,3,1,2,0,0,0,11,3,0,1,0,1
0930006,1950,1,1,1,0,1,1,6,0,0,0,0,0
0930007,1951,1,2,0,0,3,0,11,1,0,0,0,0
0930009,1952,2,0,0,0,0,0,5,1,0,0,1,0
0930010,1953,2,0,1,0,2,2,11,1,0,0,0,4
0930011,1954,5,1,2,0,3,0,16,2,0,0,4,2
0930012,1955,10,2,6,1,7,1,41,8,2,1,3,19
0930013,1956,0,0,1,0,0,0,5,0,0,0,0,0
0930014,1957,0,0,1,0,0,0,2,0,1,0,3,0
0930015,1958,0,1,1,0,0,1,6,1,0,0,2,4
0930016,1959,0,0,0,0,0,0,1,0,0,0,0,0
0950101,1960,0,2,1,0,2,0,2,0,1,0,4,1
0950102,1961,0,0,0,0,1,0,0,1,0,0,0,0
0950203,1962,0,0,0,0,0,0,1,0,0,0,1,0
0950204,1963,1,0,0,0,1,0,0,3,1,0,0,0
0950205,1964,0,1,0,0,0,1,3,0,1,0,1,1
0950306,1965,1,0,0,0,3,1,2,1,0,0,5,1
0950407,1966,0,0,0,0,0,0,0,0,0,0,0,0
0950408,1967,2,0,1,0,3,0,1,2,0,1,3,2
0970001,1968,2,1,5,1,2,1,3,0,1,2,1,2
0970002,1969,6,3,5,9,21,5,21,10,3,1,17,37
0970003,1970,1,0,0,1,3,0,6,1,0,1,0,2
0970004,1971,1,0,1,0,4,2,0,1,0,0,3,7
0970006,1972,1,3,6,7,7,1,23,2,0,1,6,12
0970007,1973,5,1,4,2,8,1,23,1,0,0,4,3
0970008,1974,3,0,2,0,5,1,12,0,1,1,1,5
0970010,1975,6,3,4,8,10,1,43,4,2,2,10,12
0970011,1976,5,4,10,4,15,0,26,5,1,1,7,17
0970012,1977,3,4,3,3,1,1,22,3,1,1,3,5
0970017,1978,0,0,1,0,1,0,4,0,0,1,0,1
0970018,1979,4,3,4,8,5,3,13,0,0,1,5,5
097001,1980,12,9,15,11,23,5,51,11,2,8,17,44
0970021,1981,1,2,2,0,1,1,9,0,0,0,1,2
0970022,1982,7,3,11,3,9,2,36,2,2,0,4,17
0970033,1983,2,0,2,0,2,0,6,1,0,0,1,2
097004,1984,14,6,6,6,18,5,25,2,2,3,7,23
0990101,1985,10,10,47,15,44,18,99,50,2,4,27,31
0990102,1986,4,0,0,2,4,0,22,1,0,0,3,5
0990103,1987,0,0,2,0,1,0,5,2,0,0,3,1
0990104,1988,14,13,47,17,59,15,90,43,5,10,32,18
0990205,1989,4,5,10,6,11,2,30,6,0,3,2,4
0990206,1990,5,6,9,2,17,9,29,22,1,1,11,13
0990207,1991,18,10,51,10,43,15,89,40,8,6,35,32
0990308,1992,5,1,10,5,16,9,39,10,0,0,4,6
0990309,1993,2,0,2,2,2,1,6,3,0,0,1,1
0990310,1994,4,1,6,0,2,0,9,3,1,0,1,3
0990311,1995,1,0,1,1,0,0,0,1,0,0,1,3
0990412,1996,10,6,34,8,29,15,71,26,4,7,18,30
0990413,1997,3,2,21,3,8,4,30,7,4,0,4,11
0990414,1998,0,1,1,1,0,1,1,0,0,0,0,1
0990415,1999,1,1,0,2,0,1,3,1,0,0,0,1
0990416,2000,6,10,49,15,41,17,69,34,6,7,26,19
1010101,2001,2,0,1,1,6,1,0,4,1,1,0,0
1010201,2002,3,1,2,2,0,1,1,2,2,0,2,0
1010301,2003,1,0,1,2,2,1,0,0,1,1,2,1
1010401,2004,2,1,1,0,0,0,1,1,0,0,5,1
1030001,2005,0,0,0,0,3,0,0,1,1,1,4,0
1030002,2006,3,1,1,1,7,0,2,3,0,2,5,0
1030003,2007,2,4,2,0,2,1,2,1,1,0,4,2
1030004,2008,1,1,1,0,2,1,1,1,0,0,1,2
1050001,2009,4,2,5,2,19,5,2,10,0,1,9,3
1050002,2010,3,6,6,3,12,5,3,6,0,1,6,7
1050003,2011,7,3,4,3,10,5,6,8,1,3,10,4
1050004,2012,3,5,4,3,15,2,2,9,1,2,5,6
1070011,2013,0,5,2,2,3,3,3,2,0,0,9,2
1070027,2014,4,2,5,3,6,2,5,2,2,5,14,4
1070039,2015,3,3,3,2,6,1,4,5,0,2,12,2
1070044,2016,1,1,0,3,10,3,10,4,0,0,10,4
1090001,2017,3,15,6,10,33,9,0,8,3,7,36,3
1090002,2018,5,10,5,5,29,3,4,6,0,4,33,6
1090004,2019,1,7,5,7,27,8,2,11,1,1,23,2
109033,2020,0,0,0,0,0,0,0,0,0,0,3,1
109035,2021,4,9,8,6,32,5,3,4,3,5,38,8
1110001,2022,0,0,0,0,0,0,1,0,0,0,0,1
1110002,2023,0,0,0,0,0,0,0,0,0,0,0,0
1110003,2024,0,0,0,0,0,0,0,0,0,0,0,0
1110004,2025,0,0,0,0,0,0,0,0,0,0,0,0
1110005,2026,1,0,1,0,0,0,0,0,0,0,0,0
1110006,2027,1,0,0,0,1,1,0,0,0,0,1,5
1110007,2028,5,0,1,0,2,3,3,3,0,0,0,0
1110008,2029,2,1,4,2,2,3,1,2,0,0,1,5
1110009,2030,2,0,0,1,3,1,2,0,0,0,2,2
1131004,2031,21,6,38,3,10,2,105,9,3,4,21,104
1131006,2032,26,6,52,5,14,4,128,8,4,3,12,104
1131007,2033,6,1,13,0,1,0,18,0,0,1,3,22
1131039,2034,0,3,0,0,2,2,2,0,0,0,4,18
1131040,2035,19,18,53,3,40,10,75,16,5,5,28,157
1131041,2036,5,2,5,2,9,4,7,5,0,4,5,33
1131043,2037,21,14,57,2,19,5,113,12,0,3,35,126
1131044,2038,36,12,92,1,25,12,161,12,4,6,33,186
1131045,2039,5,8,24,1,33,10,24,8,1,2,22,96
1131046,2040,4,4,6,0,7,4,15,3,0,1,5,19
1131047,2041,8,6,38,2,19,10,47,19,2,8,26,50
1131048,2042,45,15,79,1,41,16,199,11,2,8,71,151
1131049,2043,16,14,48,0,19,11,89,15,1,3,25,100
1131050,2044,2,0,5,1,3,0,9,1,0,0,5,8
1131051,2045,5,0,9,0,1,2,15,5,0,0,5,14
1131052,2046,53,18,111,6,56,18,289,33,0,11,100,200
1131054,2047,10,9,41,3,31,16,29,16,1,14,48,41
1131055,2048,4,4,20,1,15,7,15,7,1,1,5,19
1131056,2049,5,5,11,3,18,2,43,6,1,6,27,33
1131057,2050,18,6,51,1,60,8,56,23,1,7,49,74
1131058,2051,24,9,59,3,48,12,122,25,1,13,78,78
1131059,2052,28,5,50,0,28,12,130,15,2,5,40,92
